SNo,Brief Description of the grievance,Category,Label
2897,Mero jhyal bata dhulo aayo. Dhulo lai rokna paryo.,Nagar Prahari,not_genuine
2898,सडकमा गाडीको हर्नले मेरो मुटु दुख्यो। हर्न बजाउन निषेध गर्नुपर्छ।,Nagar Prahari,not_genuine
2899,My cat is refusing to eat her expensive cat food. Can you investigate her eating habits?,Nagar Prahari,not_genuine
2900,Mero chhora le mobile game ma dherai paisa kharcha garyo. Mobile game ban garaidinu paryo.,Nagar Prahari,not_genuine
2901,मैले बिहान खाना खाएँ तर मेरो पेट अझै खाली छ। यो खानेकुरालाई कारबाही हुनुपर्छ।,Nagar Prahari,not_genuine
2902,The crows are cawing too loudly. Can you give them a warning?,Nagar Prahari,not_genuine
2903,Mero mobile ko wallpaper ma mero photo ramro aayena. Ramro photo khichna sikaunu paryo.,Nagar Prahari,not_genuine
2904,Aakash ma indreni niklenna. Aja indreni nikalidinu paryo.,Environment,not_genuine
2905,आज बिहान हावामा धेरै चिसो थियो। यसलाई तातो बनाउनुपर्छ।,Environment,not_genuine
2906,The sun is too bright today. Can you dim it down a bit?,Environment,not_genuine
2907,Mero ghar najikai ko phool le malai allergy bhayo. Tyo phool lai hataidinu paryo.,Environment,not_genuine
2908,चराहरूले मेरो कौसीमा धेरै गाह्रो आवाज निकाल्छन्। तिनीहरूलाई चुप लगाउनुपर्छ।,Environment,not_genuine
2909,My neighbor's plants are growing too tall. They are blocking the view of the sky.,Environment,not_genuine
2910,Khola ma paani dherai bagyo. Sabai paani bachaut raakhnu paryo.,Environment,not_genuine
2911,माटो धेरै गिलो भयो। यसलाई सुक्खा बनाउने उपाय चाहियो।,Environment,not_genuine
2912,The clouds are not fluffy enough. Can you make them softer and more artistic?,Environment,not_genuine
2913,Hawa ma dhulo dherai chha. Hawa lai dhulo rahit banaunu paryo.,Environment,not_genuine
2914,जंगलमा जनावरहरू धेरै बस्छन्। तिनीहरूलाई जनसंख्या नियन्त्रण गर्नुपर्छ।,Environment,not_genuine
2915,My garden hose is leaking. The water is going to waste. Please fix the ozone layer.,Environment,not_genuine
2916,Barsha dherai paryo. Mero ghar ko chhat bata pani churiyo. Chhat lai pakka banaunu paryo.,Environment,not_genuine
2917,मेरो घरको अगाडिको रूखले पात झार्छ। पात झार्न बन्द गर्नुपर्छ।,Environment,not_genuine
2918,The sound of the wind is too loud. It keeps me awake at night. Please silence it.,Environment,not_genuine
2919,Himal dherai chiso chha. Yeslai halka taato banaunu paryo.,Environment,not_genuine
2920,"नदीमा माछाहरू धेरै छन्। यिनीहरूले पानी फोहोर गर्छन्, माछालाई अन्यत्र सार्नुपर्छ।",Environment,not_genuine
2921,I don't like the smell of rain. Can you make rain smell like vanilla?,Environment,not_genuine
2922,Mero bagan ma phool phuldainan. Phool phulaune byawastha garnu paryo.,Environment,not_genuine
2923,समुन्द्रमा पानी धेरै छ। यसले गर्दा संसार डुब्न सक्छ। पानी घटाउनुपर्छ।,Environment,not_genuine
2924,"The air in my room is too still. Can you send a small, personal breeze?",Environment,not_genuine
2925,Mero ghar ko aagan ma dhulo dherai aauchha. Dhulo lai rokna paryo.,Environment,not_genuine
2926,हिउँ किन सेतो हुन्छ? यसलाई रातो वा निलो बनाउन सकिँदैन?,Environment,not_genuine
2927,My neighbor's dog barks at the moon. Can you explain to the dog that the moon can't hear it?,Environment,not_genuine
2928,School ma toilet ko pani dherai chiso chha. Taato pani ko byawastha garnu paryo.,Education,not_genuine
2929,मेरो छोरालाई स्कूलमा गणितमा राम्रो गर्दैन। उसलाई गणितको सट्टामा चित्रकला सिकाउनुपर्छ।,Education,not_genuine
2930,My daughter wants a celebrity to teach her class. Please arrange for a famous singer.,Education,not_genuine
2931,Teacher le malai 'timi chup lagera basa' bhannuhuncha. Ma chup lagera basna sakdina. Yeslai rokna paryo.,Education,not_genuine
2932,हाम्रो स्कूलको छतमा भूत नाच्यो। भूतलाई पक्रेर जेल हाल्नुपर्छ।,Education,not_genuine
2933,The school principal doesn't sing well. He should take singing lessons.,Education,not_genuine
2934,Mero chhora le school ma ball haraayo. Ball khojera dinu paryo.,Education,not_genuine
2935,"स्कूलमा बिहान बिहान व्यायाम गराउँछन्। मलाई अल्छी लाग्छ, यसलाई रोक्नुपर्छ।",Education,not_genuine
2936,My son wants to learn magic tricks in school. Please add a magic class.,Education,not_genuine
2937,Malai exam ma pass huna jadu chahiyo. Jadu ko byawastha gardinu paryo.,Education,not_genuine
2938,शिक्षकले बोर्डमा लेख्दा धेरै आवाज आउँछ। चकको सट्टामा साइलेन्ट मार्कर प्रयोग गर्नुपर्छ।,Education,not_genuine
2939,The school playground has grass. My daughter prefers sand. Please replace the grass.,Education,not_genuine
2940,School ko gate kholne bell dherai chito bajcha. Aru thapne bell rakhnu paryo.,Education,not_genuine
2941,हाम्रो कक्षाकोठामा गर्मी भयो। एसीको व्यवस्था गर्नुपर्छ।,Education,not_genuine
2942,My son wants a slide from his classroom directly to the playground. Please build it.,Education,not_genuine
2943,Mero chhora le school ma kura bujhena. Teacher lai bujhaune tarika sikaunu paryo.,Education,not_genuine
2944,स्कूलको शौचालयमा सुगन्ध आउँदैन। त्यहाँ सुगन्धित स्प्रे राख्नुपर्‍यो।,Education,not_genuine
2945,The school cafeteria food is too healthy. I want more junk food options.,Education,not_genuine
2946,Mero chhora le school ma sathi banauna sakeko chaina. Sathi banaune tutorial dinu paryo.,Education,not_genuine
2947,हाम्रो स्कूलको भित्तामा रङको कमी छ। त्यहाँ कार्टुनका चित्र बनाउनुपर्छ।,Education,not_genuine
2948,My daughter wants to be a princess. Can the school arrange for a princess costume and a crown during school hours?,Education,not_genuine
2949,Public road ma kura garnalai meeting point chaina. Euta meeting point banaidinu paryo.,Public Infrastructure,not_genuine
2950,सडकको छेउमा फूल फुल्दैन। सुन्दर फूल फुलाउने व्यवस्था गर्नुपर्छ।,Public Infrastructure,not_genuine
2951,The public park has too many trees. It's blocking the sunlight. Please cut some trees.,Public Infrastructure,not_genuine
2952,Mero ghar ko aagadi ko dhala ma macha le khelna man parayen. Macha ko lagi alag pokhari banaidinu paryo.,Public Infrastructure,not_genuine
2953,पुलमा धेरै मान्छे हिँड्छन्। मान्छेको भीडभाड कम गर्नुपर्छ।,Public Infrastructure,not_genuine
2954,The bus stop has no coffee machine. Please install one.,Public Infrastructure,not_genuine
2955,Mero galli ma hidda mero chhaya dherai lamo bhayo. Chhaya lai choto banaidinu paryo.,Public Infrastructure,not_genuine
2956,सडकमा सुतेको कुकुरले बाटो छेकिरहेको छ। कुकुरलाई उठाइदिनुपर्‍यो।,Public Infrastructure,not_genuine
2957,The public library books are too old. I want new bestsellers only.,Public Infrastructure,not_genuine
2958,Mero ghar ko aagadi ko bijuli ko tar le mero sapana bigaryo. Tar lai hataidinu paryo.,Public Infrastructure,not_genuine
2959,ढलको ढकनी धेरै भारी छ। यसलाई हलुका बनाउनुपर्छ।,Public Infrastructure,not_genuine
2960,The street sign is too high. I can't read it from my car. Please lower it.,Public Infrastructure,not_genuine
2961,Mero ghar ko bato ma goli hane jasto awaj aayo. Yo awaj lai rokna paryo.,Public Infrastructure,not_genuine
2962,सार्वजनिक प्रतीक्षालयमा मानिसहरू धेरै गफ गर्छन्। उनीहरूलाई चुप लगाउनुपर्छ।,Public Infrastructure,not_genuine
2963,The new public toilet doesn't have a specific room for meditating. Please add one.,Public Infrastructure,not_genuine
2964,Mero ghar ko chhat bata pani churiyo. Yo pani ko dhara le garda ho. Dhara ko disha feridinu paryo.,Public Infrastructure,not_genuine
